"Notes"	"Census Region"	"Census Region Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Census Region 1: Northeast"	"CENS-R1"	"Large Fringe Metro"	"2"	"100+ years"	"100"	"1999"	"1999"	"Male"	"M"	107	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Large Fringe Metro"	"2"	"100+ years"	"100"	"2000"	"2000"	"Male"	"M"	99	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Large Fringe Metro"	"2"	"100+ years"	"100"	"2001"	"2001"	"Male"	"M"	119	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Large Fringe Metro"	"2"	"100+ years"	"100"	"2002"	"2002"	"Male"	"M"	94	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Large Fringe Metro"	"2"	"100+ years"	"100"	"2003"	"2003"	"Male"	"M"	117	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Large Fringe Metro"	"2"	"100+ years"	"100"	"2004"	"2004"	"Male"	"M"	94	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Large Fringe Metro"	"2"	"100+ years"	"100"	"2005"	"2005"	"Male"	"M"	104	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Large Fringe Metro"	"2"	"100+ years"	"100"	"2006"	"2006"	"Male"	"M"	96	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Large Fringe Metro"	"2"	"100+ years"	"100"	"2007"	"2007"	"Male"	"M"	133	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Large Fringe Metro"	"2"	"100+ years"	"100"	"2008"	"2008"	"Male"	"M"	122	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Large Fringe Metro"	"2"	"100+ years"	"100"	"2009"	"2009"	"Male"	"M"	139	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Large Fringe Metro"	"2"	"100+ years"	"100"	"2010"	"2010"	"Male"	"M"	131	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Large Fringe Metro"	"2"	"100+ years"	"100"	"2011"	"2011"	"Male"	"M"	139	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Large Fringe Metro"	"2"	"100+ years"	"100"	"2012"	"2012"	"Male"	"M"	156	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Large Fringe Metro"	"2"	"100+ years"	"100"	"2013"	"2013"	"Male"	"M"	184	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Large Fringe Metro"	"2"	"100+ years"	"100"	"2014"	"2014"	"Male"	"M"	156	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Large Fringe Metro"	"2"	"100+ years"	"100"	"2015"	"2015"	"Male"	"M"	201	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Large Fringe Metro"	"2"	"100+ years"	"100"	"2016"	"2016"	"Male"	"M"	186	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Large Fringe Metro"	"2"	"100+ years"	"100"	"2017"	"2017"	"Male"	"M"	175	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Large Fringe Metro"	"2"	"100+ years"	"100"	"2018"	"2018"	"Male"	"M"	198	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Large Fringe Metro"	"2"	"100+ years"	"100"	"2019"	"2019"	"Male"	"M"	189	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Large Fringe Metro"	"2"	"100+ years"	"100"	"2020 "	"2020"	"Male"	"M"	249	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Large Fringe Metro"	"2"	"Not Stated"	"NS"	"2017"	"2017"	"Male"	"M"	12	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Large Fringe Metro"	"2"	"Not Stated"	"NS"	"2018"	"2018"	"Male"	"M"	17	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Large Fringe Metro"	"2"	"Not Stated"	"NS"	"2019"	"2019"	"Male"	"M"	13	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"27 years"	"27"	"2012"	"2012"	"Male"	"M"	10	56582	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"29 years"	"29"	"2008"	"2008"	"Male"	"M"	11	51743	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"30 years"	"30"	"2010"	"2010"	"Male"	"M"	10	54928	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"30 years"	"30"	"2016"	"2016"	"Male"	"M"	11	57509	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"30 years"	"30"	"2017"	"2017"	"Male"	"M"	12	56859	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"31 years"	"31"	"2012"	"2012"	"Male"	"M"	10	53805	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"32 years"	"32"	"2000"	"2000"	"Male"	"M"	10	61556	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"32 years"	"32"	"2004"	"2004"	"Male"	"M"	10	55938	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"32 years"	"32"	"2010"	"2010"	"Male"	"M"	10	51217	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"32 years"	"32"	"2015"	"2015"	"Male"	"M"	12	54896	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"32 years"	"32"	"2016"	"2016"	"Male"	"M"	11	54533	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"33 years"	"33"	"1999"	"1999"	"Male"	"M"	14	65035	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"33 years"	"33"	"2001"	"2001"	"Male"	"M"	17	61524	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"33 years"	"33"	"2005"	"2005"	"Male"	"M"	12	55972	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"33 years"	"33"	"2015"	"2015"	"Male"	"M"	13	54660	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"33 years"	"33"	"2019"	"2019"	"Male"	"M"	10	56945	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"34 years"	"34"	"1999"	"1999"	"Male"	"M"	13	70440	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"34 years"	"34"	"2000"	"2000"	"Male"	"M"	17	67035	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"34 years"	"34"	"2001"	"2001"	"Male"	"M"	15	63782	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"34 years"	"34"	"2005"	"2005"	"Male"	"M"	16	61409	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"34 years"	"34"	"2006"	"2006"	"Male"	"M"	10	56544	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"34 years"	"34"	"2009"	"2009"	"Male"	"M"	15	50482	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"34 years"	"34"	"2010"	"2010"	"Male"	"M"	11	49476	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"34 years"	"34"	"2011"	"2011"	"Male"	"M"	10	50483	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"34 years"	"34"	"2012"	"2012"	"Male"	"M"	12	51391	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"34 years"	"34"	"2015"	"2015"	"Male"	"M"	11	54308	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"34 years"	"34"	"2016"	"2016"	"Male"	"M"	10	54664	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"34 years"	"34"	"2017"	"2017"	"Male"	"M"	12	55076	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"34 years"	"34"	"2018"	"2018"	"Male"	"M"	16	54930	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"35 years"	"35"	"1999"	"1999"	"Male"	"M"	16	74479	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"35 years"	"35"	"2000"	"2000"	"Male"	"M"	16	72890	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"35 years"	"35"	"2001"	"2001"	"Male"	"M"	16	66393	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"35 years"	"35"	"2002"	"2002"	"Male"	"M"	11	64137	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"35 years"	"35"	"2003"	"2003"	"Male"	"M"	15	62661	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"35 years"	"35"	"2004"	"2004"	"Male"	"M"	10	62082	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"35 years"	"35"	"2005"	"2005"	"Male"	"M"	10	64740	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"35 years"	"35"	"2006"	"2006"	"Male"	"M"	18	62224	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"35 years"	"35"	"2008"	"2008"	"Male"	"M"	12	52496	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"35 years"	"35"	"2011"	"2011"	"Male"	"M"	12	49391	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"35 years"	"35"	"2016"	"2016"	"Male"	"M"	19	54055	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"35 years"	"35"	"2019"	"2019"	"Male"	"M"	14	55037	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"35 years"	"35"	"2020 "	"2020"	"Male"	"M"	16	57142	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"36 years"	"36"	"1999"	"1999"	"Male"	"M"	17	73416	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"36 years"	"36"	"2000"	"2000"	"Male"	"M"	16	73008	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"36 years"	"36"	"2001"	"2001"	"Male"	"M"	10	71482	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"36 years"	"36"	"2002"	"2002"	"Male"	"M"	14	66667	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"36 years"	"36"	"2003"	"2003"	"Male"	"M"	18	64450	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"36 years"	"36"	"2004"	"2004"	"Male"	"M"	11	62888	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"36 years"	"36"	"2005"	"2005"	"Male"	"M"	14	62367	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"36 years"	"36"	"2006"	"2006"	"Male"	"M"	15	65095	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"36 years"	"36"	"2007"	"2007"	"Male"	"M"	11	62414	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"36 years"	"36"	"2008"	"2008"	"Male"	"M"	19	57352	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"36 years"	"36"	"2009"	"2009"	"Male"	"M"	14	52531	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"36 years"	"36"	"2010"	"2010"	"Male"	"M"	11	50366	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"36 years"	"36"	"2013"	"2013"	"Male"	"M"	10	50816	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"36 years"	"36"	"2014"	"2014"	"Male"	"M"	18	51400	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"36 years"	"36"	"2016"	"2016"	"Male"	"M"	12	55356	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"36 years"	"36"	"2017"	"2017"	"Male"	"M"	16	54313	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"36 years"	"36"	"2019"	"2019"	"Male"	"M"	12	55095	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"36 years"	"36"	"2020 "	"2020"	"Male"	"M"	15	55239	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"37 years"	"37"	"1999"	"1999"	"Male"	"M"	27	75899	35.6
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"37 years"	"37"	"2000"	"2000"	"Male"	"M"	17	73533	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"37 years"	"37"	"2001"	"2001"	"Male"	"M"	27	73356	36.8
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"37 years"	"37"	"2002"	"2002"	"Male"	"M"	21	71679	29.3
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"37 years"	"37"	"2003"	"2003"	"Male"	"M"	22	66922	32.9
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"37 years"	"37"	"2004"	"2004"	"Male"	"M"	20	64572	31.0
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"37 years"	"37"	"2005"	"2005"	"Male"	"M"	19	62970	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"37 years"	"37"	"2006"	"2006"	"Male"	"M"	17	62304	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"37 years"	"37"	"2007"	"2007"	"Male"	"M"	13	64879	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"37 years"	"37"	"2008"	"2008"	"Male"	"M"	21	62253	33.7
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"37 years"	"37"	"2009"	"2009"	"Male"	"M"	14	57038	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"37 years"	"37"	"2011"	"2011"	"Male"	"M"	12	50841	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"37 years"	"37"	"2012"	"2012"	"Male"	"M"	15	51667	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"37 years"	"37"	"2014"	"2014"	"Male"	"M"	13	50691	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"37 years"	"37"	"2015"	"2015"	"Male"	"M"	18	51426	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"37 years"	"37"	"2016"	"2016"	"Male"	"M"	15	52178	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"37 years"	"37"	"2017"	"2017"	"Male"	"M"	10	55457	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"37 years"	"37"	"2019"	"2019"	"Male"	"M"	13	54868	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"37 years"	"37"	"2020 "	"2020"	"Male"	"M"	26	55145	47.1
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"38 years"	"38"	"1999"	"1999"	"Male"	"M"	20	75197	26.6
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"38 years"	"38"	"2000"	"2000"	"Male"	"M"	27	75229	35.9
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"38 years"	"38"	"2001"	"2001"	"Male"	"M"	19	73522	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"38 years"	"38"	"2002"	"2002"	"Male"	"M"	31	73600	42.1
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"38 years"	"38"	"2003"	"2003"	"Male"	"M"	16	71955	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"38 years"	"38"	"2004"	"2004"	"Male"	"M"	16	67063	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"38 years"	"38"	"2005"	"2005"	"Male"	"M"	23	64603	35.6
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"38 years"	"38"	"2006"	"2006"	"Male"	"M"	18	62826	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"38 years"	"38"	"2007"	"2007"	"Male"	"M"	17	62116	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"38 years"	"38"	"2008"	"2008"	"Male"	"M"	16	64767	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"38 years"	"38"	"2009"	"2009"	"Male"	"M"	12	62037	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"38 years"	"38"	"2010"	"2010"	"Male"	"M"	19	57987	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"38 years"	"38"	"2011"	"2011"	"Male"	"M"	18	52541	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"38 years"	"38"	"2012"	"2012"	"Male"	"M"	16	50854	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"38 years"	"38"	"2013"	"2013"	"Male"	"M"	13	51595	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"38 years"	"38"	"2014"	"2014"	"Male"	"M"	11	49407	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"38 years"	"38"	"2015"	"2015"	"Male"	"M"	12	50799	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"38 years"	"38"	"2016"	"2016"	"Male"	"M"	20	51365	38.9
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"38 years"	"38"	"2017"	"2017"	"Male"	"M"	18	52018	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"38 years"	"38"	"2019"	"2019"	"Male"	"M"	10	53962	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"38 years"	"38"	"2020 "	"2020"	"Male"	"M"	14	54969	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"39 years"	"39"	"1999"	"1999"	"Male"	"M"	24	77905	30.8
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"39 years"	"39"	"2000"	"2000"	"Male"	"M"	14	77070	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"39 years"	"39"	"2001"	"2001"	"Male"	"M"	31	74910	41.4
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"39 years"	"39"	"2002"	"2002"	"Male"	"M"	21	73798	28.5
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"39 years"	"39"	"2003"	"2003"	"Male"	"M"	19	73997	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"39 years"	"39"	"2004"	"2004"	"Male"	"M"	22	72415	30.4
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"39 years"	"39"	"2005"	"2005"	"Male"	"M"	24	67457	35.6
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"39 years"	"39"	"2006"	"2006"	"Male"	"M"	26	65204	39.9
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"39 years"	"39"	"2007"	"2007"	"Male"	"M"	18	63162	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"39 years"	"39"	"2008"	"2008"	"Male"	"M"	22	62599	35.1
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"39 years"	"39"	"2009"	"2009"	"Male"	"M"	19	65259	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"39 years"	"39"	"2010"	"2010"	"Male"	"M"	20	63512	31.5
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"39 years"	"39"	"2011"	"2011"	"Male"	"M"	10	57231	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"39 years"	"39"	"2012"	"2012"	"Male"	"M"	17	52667	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"39 years"	"39"	"2013"	"2013"	"Male"	"M"	12	50766	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"39 years"	"39"	"2014"	"2014"	"Male"	"M"	14	51785	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"39 years"	"39"	"2015"	"2015"	"Male"	"M"	22	49466	44.5
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"39 years"	"39"	"2016"	"2016"	"Male"	"M"	16	50749	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"39 years"	"39"	"2018"	"2018"	"Male"	"M"	26	52101	49.9
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"39 years"	"39"	"2019"	"2019"	"Male"	"M"	14	55244	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"39 years"	"39"	"2020 "	"2020"	"Male"	"M"	21	54133	38.8
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"40 years"	"40"	"1999"	"1999"	"Male"	"M"	38	78382	48.5
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"40 years"	"40"	"2000"	"2000"	"Male"	"M"	37	78423	47.2
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"40 years"	"40"	"2001"	"2001"	"Male"	"M"	29	77309	37.5
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"40 years"	"40"	"2002"	"2002"	"Male"	"M"	37	75059	49.3
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"40 years"	"40"	"2003"	"2003"	"Male"	"M"	36	73800	48.8
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"40 years"	"40"	"2004"	"2004"	"Male"	"M"	34	73944	46.0
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"40 years"	"40"	"2005"	"2005"	"Male"	"M"	33	72220	45.7
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"40 years"	"40"	"2006"	"2006"	"Male"	"M"	23	67243	34.2
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"40 years"	"40"	"2007"	"2007"	"Male"	"M"	20	64763	30.9
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"40 years"	"40"	"2008"	"2008"	"Male"	"M"	25	62702	39.9
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"40 years"	"40"	"2009"	"2009"	"Male"	"M"	24	62075	38.7
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"40 years"	"40"	"2010"	"2010"	"Male"	"M"	26	64951	40.0
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"40 years"	"40"	"2011"	"2011"	"Male"	"M"	22	62668	35.1
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"40 years"	"40"	"2012"	"2012"	"Male"	"M"	18	57268	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"40 years"	"40"	"2013"	"2013"	"Male"	"M"	15	52437	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"40 years"	"40"	"2014"	"2014"	"Male"	"M"	24	50727	47.3
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"40 years"	"40"	"2015"	"2015"	"Male"	"M"	11	51669	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"40 years"	"40"	"2016"	"2016"	"Male"	"M"	17	49438	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"40 years"	"40"	"2017"	"2017"	"Male"	"M"	17	50829	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"40 years"	"40"	"2018"	"2018"	"Male"	"M"	18	51423	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"40 years"	"40"	"2019"	"2019"	"Male"	"M"	13	51882	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"40 years"	"40"	"2020 "	"2020"	"Male"	"M"	20	55072	36.3
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"41 years"	"41"	"1999"	"1999"	"Male"	"M"	39	76550	50.9
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"41 years"	"41"	"2000"	"2000"	"Male"	"M"	41	76342	53.7
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"41 years"	"41"	"2001"	"2001"	"Male"	"M"	39	77880	50.1
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"41 years"	"41"	"2002"	"2002"	"Male"	"M"	40	77492	51.6
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"41 years"	"41"	"2003"	"2003"	"Male"	"M"	29	75467	38.4
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"41 years"	"41"	"2004"	"2004"	"Male"	"M"	35	74353	47.1
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"41 years"	"41"	"2005"	"2005"	"Male"	"M"	24	74511	32.2
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"41 years"	"41"	"2006"	"2006"	"Male"	"M"	31	72805	42.6
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"41 years"	"41"	"2007"	"2007"	"Male"	"M"	28	67858	41.3
	"Census Region 1: Northeast"	"CENS-R1"	"Medium Metro"	"3"	"41 years"	"41"	"2008"	"2008"	"Male"	"M"	33	65388	50.5
